Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1100,1050,20-Dec-08
2,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1100,1050,17-Dec-08
3,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1100,1050,12-Dec-08
4,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1100,1050,08-Dec-08
5,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1100,1000,01-Dec-08
6,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1100,1050,25-Nov-08
7,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1100,1050,17-Nov-08
8,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1100,1050,13-Oct-08
9,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1050,1025,29-Sep-08
10,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1050,1025,24-Sep-08
11,Sirohi,Abu Road,Wheat,Other,FAQ,1000,1050,1025,22-May-08
12,Sirohi,Abu Road,Wheat,1482,FAQ,950,1000,970,13-Sep-07
13,Sirohi,Abu Road,Wheat,1482,FAQ,850,950,925,23-May-07
14,Sirohi,Abu Road,Wheat,1482,FAQ,850,950,900,22-May-07
15,Sirohi,Abu Road,Wheat,Other,FAQ,750,850,800,23-Apr-07
16,Sirohi,Abu Road,Wheat,1482,FAQ,1100,1200,1168,28-Feb-07
17,Sirohi,Abu Road,Wheat,1482,FAQ,1150,1250,1200,20-Jan-07
18,Sirohi,Abu Road,Wheat,1482,FAQ,1150,1190,1170,30-Oct-06
19,Sirohi,Abu Road,Wheat,Other,FAQ,880,950,930,21-Sep-06
20,Sirohi,Abu Road,Wheat,Other,FAQ,890,1000,950,20-Sep-06
21,Sirohi,Abu Road,Wheat,1482,FAQ,1020,1060,1040,30-Aug-06
22,Sirohi,Abu Road,Wheat,1482,FAQ,1020,1060,1040,24-Aug-06
23,Sirohi,Abu Road,Wheat,Farmi,FAQ,1025,1075,1050,05-Aug-06
24,Sirohi,Abu Road,Wheat,1482,FAQ,950,1050,1000,03-Jun-06
25,Sirohi,Abu Road,Wheat,1482,FAQ,1000,1100,1050,25-May-06
26,Sirohi,Abu Road,Wheat,Kalyan,FAQ,900,950,925,04-Jan-06
27,Sirohi,Abu Road,Wheat,Farmi,FAQ,800,850,825,02-Jan-06
28,Sirohi,Abu Road,Wheat,Kalyan,FAQ,920,980,950,30-Dec-05
29,Sirohi,Abu Road,Wheat,Kalyan,FAQ,950,1050,1000,03-Dec-05
30,Sirohi,Abu Road,Wheat,Deshi,FAQ,850,950,900,28-Sep-05
31,Sirohi,Abu Road,Wheat,Deshi,FAQ,850,950,900,20-Sep-05
32,Sirohi,Abu Road,Wheat,Deshi,FAQ,850,950,900,16-Sep-05
33,Sirohi,Abu Road,Wheat,Deshi,FAQ,850,950,900,02-Sep-05
34,Sirohi,Abu Road,Wheat,Deshi,FAQ,850,950,900,01-Sep-05
35,Sirohi,Abu Road,Wheat,Deshi,FAQ,800,900,850,31-Aug-05
36,Sirohi,Abu Road,Wheat,Deshi,FAQ,800,900,850,22-Jul-05
37,Sirohi,Abu Road,Wheat,Deshi,FAQ,850,950,900,14-Jul-05
38,Sirohi,Abu Road,Wheat,Deshi,FAQ,850,950,900,04-Jul-05
39,Sirohi,Abu Road,Wheat,Deshi,FAQ,800,900,850,25-Jun-05
40,Sirohi,Abu Road,Wheat,Deshi,FAQ,800,900,850,22-Jun-05
41,Sirohi,Abu Road,Wheat,Deshi,FAQ,800,900,850,14-Jun-05
42,Sirohi,Abu Road,Wheat,Deshi,FAQ,800,900,850,07-Jun-05
43,Sirohi,Abu Road,Wheat,Deshi,FAQ,700,800,750,03-Jun-05
44,Sirohi,Abu Road,Wheat,Deshi,FAQ,800,900,850,02-Jun-05
45,Sirohi,Abu Road,Wheat,Deshi,FAQ,800,900,850,26-May-05
46,Sirohi,Abu Road,Wheat,Deshi,FAQ,740,800,780,21-Sep-04
47,Sirohi,Abu Road,Wheat,Deshi,FAQ,720,780,750,18-Sep-04
48,Sirohi,Abu Road,Wheat,Deshi,FAQ,750,820,780,15-Sep-04
49,Sirohi,Abu Road,Wheat,Deshi,FAQ,750,820,780,08-Sep-04
50,Sirohi,Abu Road,Wheat,Deshi,FAQ,755,780,765,10-Dec-03
51,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1220,1700,1415,29-Dec-08
52,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1210,1725,1460,23-Dec-08
53,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1210,1700,1460,19-Dec-08
54,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1250,1700,1450,18-Dec-08
55,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1240,1700,1440,17-Dec-08
56,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1235,1490,1365,12-Dec-08
57,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1230,1485,1360,11-Dec-08
58,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1225,1475,1355,10-Dec-08
59,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1220,1500,1350,05-Dec-08
60,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1175,1631,1326,01-Dec-08
61,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1125,1600,1320,27-Nov-08
62,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1121,1595,1305,25-Nov-08
63,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1130,1610,1315,24-Nov-08
64,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1120,1600,1300,21-Nov-08
65,Ajmer,Ajmer (Grain),Wheat,Other,FAQ,1145,1685,1390,19-Nov-08
