Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Auraiya,Achalda,Wheat,Dara,FAQ,1010,1050,1030,31-Dec-10
2,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,30-Dec-10
3,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,29-Dec-10
4,Auraiya,Achalda,Wheat,Dara,FAQ,1020,1050,1035,28-Dec-10
5,Auraiya,Achalda,Wheat,Dara,FAQ,1020,1050,1035,27-Dec-10
6,Auraiya,Achalda,Wheat,Dara,FAQ,1020,1050,1045,25-Dec-10
7,Auraiya,Achalda,Wheat,Dara,FAQ,1020,1050,1035,24-Dec-10
8,Auraiya,Achalda,Wheat,Dara,FAQ,1020,1050,1040,23-Dec-10
9,Auraiya,Achalda,Wheat,Dara,FAQ,950,1050,1000,22-Dec-10
10,Auraiya,Achalda,Wheat,Dara,FAQ,1025,1050,1035,21-Dec-10
11,Auraiya,Achalda,Wheat,Dara,FAQ,1020,1050,1040,20-Dec-10
12,Auraiya,Achalda,Wheat,Dara,FAQ,1025,1050,1040,18-Dec-10
13,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,17-Dec-10
14,Auraiya,Achalda,Wheat,Dara,FAQ,950,1050,1000,16-Dec-10
15,Auraiya,Achalda,Wheat,Dara,FAQ,1025,1050,1035,15-Dec-10
16,Auraiya,Achalda,Wheat,Dara,FAQ,1025,1050,1035,14-Dec-10
17,Auraiya,Achalda,Wheat,Dara,FAQ,1025,1050,1040,13-Dec-10
18,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,11-Dec-10
19,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,10-Dec-10
20,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,09-Dec-10
21,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,08-Dec-10
22,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,07-Dec-10
23,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,06-Dec-10
24,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,04-Dec-10
25,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,03-Dec-10
26,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,02-Dec-10
27,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,01-Dec-10
28,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,30-Nov-10
29,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,29-Nov-10
30,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,27-Nov-10
31,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,26-Nov-10
32,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,25-Nov-10
33,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,24-Nov-10
34,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,23-Nov-10
35,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,22-Nov-10
36,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,20-Nov-10
37,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,19-Nov-10
38,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,18-Nov-10
39,Auraiya,Achalda,Wheat,Dara,FAQ,1025,1050,1035,17-Nov-10
40,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,16-Nov-10
41,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,15-Nov-10
42,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,14-Nov-10
43,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,13-Nov-10
44,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,12-Nov-10
45,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,11-Nov-10
46,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,10-Nov-10
47,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,09-Nov-10
48,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,08-Nov-10
49,Auraiya,Achalda,Wheat,Dara,FAQ,1025,1050,1035,06-Nov-10
50,Auraiya,Achalda,Wheat,Dara,FAQ,1030,1050,1040,05-Nov-10
51,Auraiya,Achalda,Wheat,Dara,FAQ,1035,1050,1045,04-Nov-10
