Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,23-Oct-17
2,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,19-Oct-17
3,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,18-Oct-17
4,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,17-Oct-17
5,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,16-Oct-17
6,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,15-Oct-17
7,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,14-Oct-17
8,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,13-Oct-17
9,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,12-Oct-17
10,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,11-Oct-17
11,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,10-Oct-17
12,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,09-Oct-17
13,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,08-Oct-17
14,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1450,1300,07-Oct-17
15,Auraiya,Achalda,Wheat,Dara,FAQ,1300,1500,1400,06-Oct-17
16,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,05-Oct-17
17,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,04-Oct-17
18,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,03-Oct-17
19,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,02-Oct-17
20,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,01-Oct-17
21,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,30-Sep-17
22,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,29-Sep-17
23,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,28-Sep-17
24,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,27-Sep-17
25,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,26-Sep-17
26,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,24-Sep-17
27,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,23-Sep-17
28,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,22-Sep-17
29,Auraiya,Achalda,Wheat,Dara,FAQ,1200,1400,1300,21-Sep-17
