epoch,loss,mse,val_loss,val_mse
0,716.5549626193863,1509906.9,509.19098172619357,913737.3
1,504.14301311387214,933065.3,494.59320415993153,882071.06
2,495.70982461894573,911733.06,491.15668557037054,857149.8
3,492.49073122429127,902303.7,488.4612115428539,862704.6
4,490.7228057600145,897030.25,487.06784280199673,860689.8
5,489.34788632106273,893316.06,486.34484617361727,865025.6
6,488.22131053263814,890182.6,485.50439155247545,847339.9
7,487.18126240313836,887388.44,484.40731515957674,845134.94
8,486.140856865969,884344.44,483.538432226094,843442.75
9,485.1147878428759,881329.94,482.52085745304095,837726.6
10,483.69482998029486,877677.1,481.67469780717636,832244.3
11,482.156038591791,873355.9,479.47704531796177,842602.7
12,480.3630499073232,868049.06,477.3268734776767,828545.6
13,478.77584643524835,863229.6,476.0225163882796,831658.06
14,477.3436931451561,858977.1,474.6767482828433,826756.7
15,475.98239921908817,854851.56,473.5994940063798,821491.3
16,474.5743431809213,850593.9,472.4649504222718,810744.6
17,472.7587388540237,845781.7,470.2041974314853,811556.3
18,470.9117050988398,840165.75,469.2401316149842,796756.2
19,469.21102964161196,834919.56,466.9770525920719,797507.56
20,467.1075271730779,829058.44,464.49372589063995,796197.75
21,464.33839874106513,821520.56,462.19313085367725,779925.2
22,461.40362529175695,812775.3,459.6464477743812,787078.25
23,459.3454630599362,805438.7,457.3426580402589,770914.8
24,457.8763128991983,800810.56,456.5030083487234,764221.3
25,456.65926334751356,797245.56,455.46910870896096,775889.2
26,455.54221634278804,794948.75,454.45507083437775,774306.75
27,454.3470018795489,792099.3,454.1949594106414,754044.6
28,453.3952056289631,789902.44,451.7130630757907,757786.9
29,452.44366232899085,787958.9,451.9128696009723,751860.8
30,451.45914046927305,786127.8,450.1257030161085,762237.75
31,450.49747028111693,784945.9,448.9887542542977,758467.3
32,449.5380528581538,782973.0,448.1047428580919,757037.4
33,448.59841490323083,781260.75,447.50877922681985,746751.0
34,447.72229911857676,779485.44,446.25427777781886,754449.6
35,446.8028734574086,778046.4,445.9698852367337,755349.2
36,445.8994267537272,776263.56,444.4415545810831,749686.9
37,445.05331183354355,774819.06,444.0469463364763,742893.44
38,444.2468438191988,773030.0,443.6368427103923,742483.56
39,443.3856804195492,771460.3,442.48763819356265,744413.8
40,442.63852644912146,770121.25,442.713212493367,729948.3
41,442.0725599900921,768909.6,440.3094152191804,741287.0
42,441.34264992199246,767575.1,440.1965189653313,745567.7
43,440.7651634277433,765995.25,439.0417424261718,742942.25
44,440.08868561366916,764787.75,439.0946762832957,738884.8
45,439.55043968802715,763225.0,438.0053709726616,743065.0
46,438.9176145666726,761787.25,437.20446863426594,732349.9
47,438.37410749496536,760370.94,436.3632751889754,734438.8
48,437.76010593911326,758740.8,437.152070223423,733222.8
49,437.2653462284604,757326.6,435.60561439622313,734802.9
50,436.74452423760596,755828.06,436.11016704690184,722581.25
51,436.2647849634708,754423.06,435.22510523528274,720068.4
52,435.6860762863708,752916.0,434.7022707081588,733214.94
53,435.206658115058,751777.2,434.8795952407699,709657.94
54,434.6481616297427,750139.5,434.0148785538872,728645.44
55,434.18572499134774,748691.4,432.82494847160376,727562.7
56,433.64143191454093,747321.1,432.88527743152366,722093.2
57,433.13889775161357,746182.7,432.3965167518354,708037.8
58,432.6622777508816,744516.5,431.00520092272353,714252.3
59,432.1600347544283,743050.6,430.1107745154597,716793.94
60,431.65029664468096,741435.7,429.66561810060335,714394.5
61,431.18270995564893,740037.1,430.29452792491264,722777.1
62,430.7616553389394,738181.3,430.7232110935411,724343.2
63,430.2460959314658,736827.8,428.6904060411379,714872.0
64,429.85259454781533,735626.1,428.2899082385973,712042.06
65,429.3382671428015,733683.9,427.7899384963858,704269.1
66,428.8597731180906,732112.9,428.6015098397575,698766.1
67,428.47209037317896,730831.0,428.26213997249647,694304.3
68,428.0673249291482,728807.1,428.1858378030803,711277.06
69,427.6975337955845,727045.75,425.3883101157123,704012.7
70,427.12133410567867,725633.0,425.1568111203232,690674.6
71,426.8319648932769,723917.1,425.1214342835928,694752.2
72,426.2019563183341,722145.8,425.1964444354237,701001.06
73,425.8118494158857,720563.5,424.35691068822877,687055.0
74,425.3699453736024,719128.8,424.3491835995799,697178.7
75,425.0972493111444,717311.2,423.1487064494357,695722.5
76,424.5372659931447,715664.7,423.0375309992898,690589.7
77,424.1327162357815,713921.44,421.5918112856199,679065.3
78,423.6941295948896,712449.7,422.7461567533931,694414.56
79,423.20906941161047,710690.2,423.1688702057714,671882.4
