epoch,loss,mse,val_loss,val_mse
0,191.34698821115896,125785.78,160.62713401070573,113623.086
1,157.1880026745195,81076.3,154.13520051178932,105765.84
2,152.74063058660812,78289.38,151.08385050996594,106518.41
3,148.99393724593796,75972.05,148.31083195752436,102206.32
4,146.07882300344835,74174.16,146.18848824183195,100074.87
5,143.12543646628114,72568.69,140.35247685322472,99565.586
6,138.2527451074424,69962.58,135.40468274142762,97836.54
7,133.56407992980058,67493.52,130.92758861353497,93655.95
8,130.7877349993762,66040.27,129.1882048360257,93738.57
9,128.82759207236666,64874.266,129.8895850612432,91353.7
10,126.72038666340484,63506.57,126.0506954138097,90884.39
11,124.89787986298569,62371.67,124.78260563759474,90066.31
12,123.01006342984047,61192.457,125.07756781687729,88840.695
13,121.31556635744431,60103.145,120.3679585952384,87819.36
14,119.50845645656105,59136.387,120.03830821000936,87538.13
15,118.06406473913113,58302.324,118.26639939692774,85373.11
16,116.58370129601295,57618.395,117.75152912230598,83240.63
17,115.2469516481672,56837.266,114.38586495669287,83473.945
18,114.08157386699645,56173.66,112.35574343318439,83562.81
19,113.36950320756736,55691.145,111.90671715483974,83734.055
20,112.47972630452709,55204.32,114.7391641333849,82207.914
21,111.60595777856201,54772.145,111.31526606979007,82415.96
22,111.00158906383675,54383.07,110.48100640967638,81032.52
23,110.31043322346791,53930.52,111.88009809501602,80679.74
24,109.5904009502475,53566.277,108.53910851071517,80797.734
25,108.91955416943847,53141.203,107.79405833364991,79951.77
26,108.34066501385024,52724.176,108.58040922478223,80311.9
27,107.77015233240208,52381.203,109.04197684068176,78597.3
28,107.16715733143462,51999.62,108.75498886625867,78993.32
29,106.70558801819297,51735.535,106.57344702606665,79571.26
30,106.14293187305707,51465.906,105.31170392291084,79418.87
31,105.8467358030191,51351.46,105.08985353670442,77026.43
32,105.2104546763316,51014.934,105.59003601288344,78612.68
33,104.87614840619705,50792.625,104.75349301601167,79384.6
34,104.41367221078953,50589.066,104.614905131563,76765.43
35,104.01277216141965,50324.594,107.10088115587158,80073.08
36,103.52278689576798,50071.12,101.36510524153478,76067.32
37,103.12148395506274,49830.754,105.38932623401885,77010.72
38,102.71126407535137,49542.574,101.82606384534294,75951.6
39,102.40422383476707,49389.832,102.1034266584204,76659.695
40,101.82974113736834,49063.355,101.12712983229326,76562.71
41,101.62948076664901,48913.754,102.08386098127572,76001.79
42,101.16312827182418,48722.098,101.32186891730208,75425.67
43,100.84709986217884,48575.33,99.34482672841456,74606.21
44,100.58181890119023,48435.47,100.90119470977129,75241.43
45,100.22997241661328,48276.684,98.24414941245418,74687.99
46,99.85978865022419,48100.773,99.75269466086989,74197.984
47,99.49885173404918,47910.11,98.57186940978971,74555.16
48,99.31145221646092,47804.293,99.73040042031701,73588.91
49,99.10617501795792,47686.48,98.02378579223947,74564.8
50,98.75491681319325,47520.207,99.17992135964859,74186.766
51,98.5620653579215,47398.754,98.5547690227601,74925.23
52,98.24008460004791,47267.113,98.25626471074789,72999.375
53,98.03754631811832,47169.07,96.64469889564006,73584.48
54,97.84456348118661,47072.05,97.47899183970857,73246.79
55,97.57301382557685,46928.79,98.26366093796823,74272.36
56,97.39766021836705,46930.6,97.91075872532937,73025.99
57,97.09131656173898,46700.168,100.31047629165084,75669.734
58,96.80079217017197,46654.926,96.69991785044829,73011.234
59,96.67440046683079,46555.85,98.51695323791527,73162.516
60,96.5907080013211,46539.312,97.5526209892427,74944.44
61,96.16394838164834,46392.188,96.95381352623951,73766.57
62,96.06867046015603,46269.37,99.09027568543237,75975.29
63,95.87483533891309,46232.887,97.88327333934032,75068.63
64,95.72852530799994,46099.33,96.08796388372271,72478.12
65,95.40843970134479,45990.414,95.88987668528787,73315.58
66,95.35725017054742,45950.56,96.99826416493838,73999.59
67,95.02854365561188,45691.61,95.4279308377084,72832.5
68,94.95118928155979,45745.777,94.3946363288949,72949.84
69,94.67284706460327,45555.434,94.13568564480629,72949.555
70,94.653556684486,45573.574,95.40560769324757,72516.24
71,94.42132297684165,45455.184,93.85528028010393,71879.914
72,94.1400231453551,45276.81,96.55366944125467,72279.164
73,94.01044365438092,45279.87,93.30292081130288,71501.57
74,93.93572824842789,45205.906,93.47231480440904,71608.67
75,93.82413841796523,45143.066,92.84096763112998,71675.92
76,93.74658931103073,45138.664,93.92976775644834,72649.81
77,93.42051419791053,44970.926,92.17703306014181,71223.5
78,93.43286947342528,44927.016,93.15901251888297,71474.305
79,93.1854359572675,44880.63,91.92985099042448,71718.67
