epoch,loss,mse,val_loss,val_mse
0,322.3178678039743,304848.38,168.93830447495472,120606.2
1,165.00071927880037,88879.195,163.04325727993768,115755.84
2,161.7902929502375,85896.586,161.13154435509074,113003.34
3,160.12645270243414,83899.445,159.65291373066327,111255.04
4,158.9051132703028,82521.3,159.00723723758546,108477.98
5,157.79990723553826,81403.58,158.23604282835058,110397.72
6,156.73022122543398,80511.1,156.110229193602,107795.23
7,155.61941849684516,79647.63,155.47347211878662,107769.74
8,154.44050293609877,78832.07,153.77399077890928,106024.086
9,153.0405843017482,77972.67,152.45225928647022,104807.445
10,151.47912786387596,76882.01,150.64379288258607,103782.17
11,149.734573558599,75804.7,149.02163031668695,102489.56
12,147.84773917959518,74724.336,147.40081076452122,101131.0
13,145.88677989534972,73603.9,144.97762438716936,101019.266
14,144.04033245158797,72519.42,143.55516666844468,99263.01
15,142.50138439450944,71647.76,142.44954030039975,99881.46
16,141.16879103764765,70951.67,140.94623259118129,97937.445
17,139.82953443447082,70238.96,139.5218414427978,97540.09
18,138.29087720999198,69468.51,137.75988504194623,95927.74
19,136.9939513106306,68857.96,137.04573874720037,95339.195
20,135.99818105657562,68427.86,136.3566765431688,94952.53
21,135.1273719963907,67998.19,134.92321628526838,95489.805
22,134.29770034902236,67595.67,134.42458089053923,95463.25
23,133.59985575555754,67258.414,133.12257209136052,94727.31
24,132.79148665596458,66896.65,132.39821545053758,94250.94
25,132.04061889648438,66521.54,133.07118528679396,95322.72
26,131.22858715458077,66198.45,131.27810434894735,93052.93
27,130.52009733584748,65873.164,130.38099921888133,92900.79
28,129.8642900711348,65564.58,130.11965133109078,93272.05
29,129.26671875024041,65259.57,129.31040999972458,92385.57
30,128.62811413332193,64976.594,129.03934009766425,93388.914
31,128.09835621288843,64731.44,128.54088468277288,92374.82
32,127.56244538411373,64513.633,127.95807041612225,92690.14
33,127.13536418385867,64323.867,127.51429345801623,92424.18
34,126.73834962203723,64167.605,126.65761652050047,91835.82
35,126.34832189463768,64026.504,126.69998640198862,91353.07
36,126.00471982034314,63859.11,126.1791555497302,90983.86
37,125.62305042122593,63722.164,126.34563614846837,90795.16
38,125.26832466566262,63574.81,125.39751628882573,91142.25
39,124.92232685129181,63466.566,125.91065602322254,91412.8
40,124.61710265904915,63327.95,124.93008402926037,91500.414
41,124.33830969073192,63221.145,124.70132701395269,91709.18
42,124.03344186414189,63132.28,124.56931043699078,91414.805
43,123.72114460207835,63038.08,124.08085118126701,91329.42
44,123.45905928651825,62951.633,123.82658819298385,91529.19
45,123.1613301309217,62834.883,123.66637873112425,90767.9
46,122.911405851861,62741.336,124.92888752821406,90063.17
47,122.64104163145818,62638.785,123.3376362961861,90395.57
48,122.37254515615832,62558.2,123.7710134337156,89993.04
49,122.13092229947323,62463.547,123.14554945803808,89696.52
50,121.88453016761972,62395.664,122.32052958711436,90627.055
51,121.62847621901696,62314.793,122.70185281585958,88968.2
52,121.41915697811031,62226.996,121.89342285011121,90229.914
53,121.1933753610659,62113.477,122.04280905315768,89619.85
54,120.9624392565559,62076.37,122.48377232898413,90523.234
55,120.71730734921303,61972.785,122.08181860479085,90896.63
56,120.5362212377436,61918.82,121.3474394626607,90183.63
57,120.27210147240582,61810.633,121.6360982614007,90234.305
58,120.13099247467618,61751.723,120.26855377627895,89713.11
59,119.9419235662252,61674.504,120.43627006154259,89991.414
60,119.75957548718493,61608.035,120.58504365519684,90290.586
61,119.53385257119892,61523.332,121.07492134663454,88783.445
62,119.33208248795582,61424.793,119.75655757909703,89195.16
63,119.16004691003751,61321.2,120.34147542512007,90853.43
64,118.96614538320974,61293.074,120.10971211788576,88869.49
65,118.78004759500007,61193.33,119.69251788853019,88984.82
66,118.67213227368202,61150.266,118.86003469905971,89267.47
67,118.51904963645615,61117.16,120.1248494790109,89920.766
68,118.30077289533214,61018.547,119.10864621230296,88959.016
69,118.19717328688678,60950.9,118.9007430397415,89083.56
70,118.0494975222259,60872.812,118.94556800352771,89624.37
71,117.89925056746026,60804.508,118.73799301448426,89335.914
72,117.77885055942696,60745.6,118.29991729110607,88460.26
73,117.66946079951374,60668.703,118.61501259616784,88986.336
74,117.51350527450818,60576.72,118.6165891221914,88414.82
75,117.4164189210459,60498.426,118.40671739394605,89222.664
76,117.28181137758143,60490.277,118.3837083599578,89001.516
77,117.20346819252526,60397.098,117.8732016945495,89092.42
78,117.07464168252064,60335.316,117.33232415582103,88203.91
79,116.93439032450443,60236.17,117.32383419865708,87754.164
