epoch,loss,mae,val_loss,val_mae
0,78669.49843577751,158.6964,69759.0942636575,143.68132
1,57822.79148944599,127.98502,63061.22083416173,129.42657
2,51578.1576568031,112.58523,56427.23708174755,107.754585
3,49373.00299464614,105.83006,56064.63746043078,105.22629
4,47440.1341879789,100.22646,55120.77121778304,97.969536
5,46550.98761600146,97.669136,52472.35834986354,90.43953
6,45631.50481101655,94.896835,54795.40703186323,105.21513
7,45162.04318005245,93.87197,53016.35143162465,92.807365
8,44705.35979470011,92.205734,51378.14103287602,87.23408
9,44124.42071600461,90.57166,51348.73348081958,93.92399
10,43873.614786858525,90.22747,50057.014288812694,84.79278
11,43781.05657198016,89.47645,49825.53868633423,84.15864
12,43630.35864200693,89.429535,51723.733921616156,86.65895
13,43325.14288142954,88.326294,55617.227258834326,109.99684
14,43033.15053370729,87.86392,50338.77303018879,89.24965
15,42957.73931116896,87.18621,51174.836814655326,90.995964
16,42779.750593817815,86.820854,50140.991910176584,87.17972
17,42572.261977837145,86.4679,50436.22709503842,90.20781
18,42490.072241044676,86.13216,48892.67263491619,82.43248
19,42444.52057091955,86.05001,49384.78825457467,82.46125
20,42393.684143078615,85.72738,50291.18131706757,89.992226
21,42145.51912607386,84.90736,49443.92123805177,85.911156
22,42100.281677352796,85.197044,49951.08198211123,88.18273
23,41917.7377759859,84.39017,48654.73589475169,81.574715
24,41869.47741143847,84.35398,54579.08740657985,109.163216
25,41831.61275845522,84.25229,49531.060478209816,83.83389
26,41868.944422019595,84.34251,50928.15751397187,86.15518
27,41710.91138019554,84.10927,49484.483162748904,81.345436
28,41636.39658549916,83.89188,48774.77971128672,83.69309
29,41384.069384715935,83.52384,49143.039835810334,81.08541
30,41457.42776095131,83.463394,50153.7804751566,85.617355
31,41214.82505787842,82.7495,50000.121087698426,90.5176
32,41260.40409574782,82.964584,48700.548378694846,83.46905
33,41089.60773414873,82.34267,49408.104087377615,86.16734
34,41054.22140547335,82.4538,49695.737743708945,85.563255
35,41062.51616840861,82.26311,48970.527110562725,86.2339
36,40975.5837897199,81.99134,48882.4479027346,81.6
37,40977.421697531594,82.1431,49363.23954723906,84.28232
38,41073.26738584809,82.2661,51252.296719353544,85.69123
39,40963.51972855933,82.0054,48918.90175150273,81.7157
40,40940.04357182578,82.07793,48689.02694587925,80.16596
41,40828.83655994106,81.829,48474.30356545769,82.640335
42,40861.30912404458,81.93338,50349.27701059074,84.77351
43,40783.14078152757,81.89773,48706.601428881266,81.32759
44,40670.95473945332,81.33951,47768.16570142733,78.085526
45,40690.70285105764,81.24711,48109.759615707364,81.57451
46,40640.092435751074,80.990364,47880.72210224867,78.54551
47,40722.40778576911,81.317184,49103.21687990258,84.69253
48,40607.13927798298,80.871056,49358.49008010024,86.87251
49,40666.65434064224,81.31637,49004.99364956003,82.692375
50,40531.42263714292,80.616356,48206.57762699589,79.10702
51,40515.72413178288,81.07973,47922.25309178897,78.41194
52,40432.38410029153,80.73561,48892.0899684124,82.503426
53,40386.96349969722,80.544395,51489.23499605276,88.360985
54,40550.390445157645,81.003044,48271.93327551795,82.91937
55,40383.10110432412,80.41034,48251.381606784606,78.55766
56,40417.025280421236,80.56973,48844.026861318605,83.87327
57,40437.55781132449,80.64587,48469.441706246645,82.464905
58,40291.55951229308,80.45855,47830.521181070166,78.99398
59,40251.81569058377,79.909706,48791.95299364052,84.847336
60,40287.77340436667,80.25377,48589.99447168638,79.82965
61,40187.794758960285,79.973274,47976.823288824955,79.34683
62,40242.86474998804,80.23662,48633.83473033223,83.093475
63,40246.33643967669,79.972496,48755.93421972471,86.58408
64,40292.69268124175,80.41473,48720.43413605163,84.59822
65,40398.71744214672,80.54708,47711.37730589136,77.2274
66,40141.107512093455,79.76078,47604.80530169431,79.56335
67,40078.485127222455,79.867744,47947.53991730485,78.049095
68,40121.13367349081,79.849144,48305.869514047394,81.83185
69,40118.695561242006,79.77893,49010.295355167626,80.55078
70,40150.79027999893,79.70253,48239.1535520474,80.19502
71,40018.57037899597,79.66164,48210.79665125318,81.83593
72,40017.377558545,79.431526,49467.251283336904,84.5363
73,40145.365179048036,79.96972,48626.86694688946,83.77809
74,40097.63496219964,79.99023,47497.72544094181,79.28425
75,40019.881988345696,79.73307,48481.43987608961,79.43428
76,40037.980348651254,79.72426,48584.93162448747,82.37191
77,40164.51760304507,79.638435,50218.73861957327,83.29319
78,40213.6410818254,80.14317,48115.72679157221,83.207375
79,39963.270050783256,79.32552,49040.01004036641,82.20688
