epoch,loss,rmse,val_loss,val_rmse
0,193177.28476234243,439.51926,72518.46003943098,269.2925
1,76332.06528197216,276.2825,70449.32536775454,265.42294
2,74376.4750402114,272.72043,68403.53997275035,261.54065
3,71832.02802077863,268.015,65116.64964893389,255.17966
4,69782.93107027968,264.16455,63525.90861439736,252.04346
5,68385.78022830226,261.50684,62988.49340167469,250.97511
6,67073.9347795759,258.98633,61281.518671247664,247.55106
7,65810.96736106552,256.53647,59727.404188917906,244.39189
8,64826.90465385373,254.61133,59603.5467236469,244.1384
9,63910.98367540375,252.80629,58533.473419410715,241.9369
10,62977.924082523634,250.95401,57449.47626588446,239.68622
11,62159.51136177127,249.31807,57121.93951387941,239.00197
12,61350.90543961725,247.69112,57838.385243894714,240.49611
13,60376.58402745864,245.7163,53543.049297563244,231.39369
14,59253.92985162815,243.42131,53299.90185375575,230.86774
15,58922.557732077206,242.73976,52991.88411438031,230.19965
16,58215.08041048451,241.27802,51991.52224129278,228.01651
17,57748.55530503217,240.30923,50949.00137344566,225.71886
18,56833.327940355826,238.39742,52107.029007111465,228.26965
19,56549.89206727613,237.80228,51163.39866742272,226.1933
20,56168.7726763557,236.9996,50805.02614632465,225.3997
21,55802.90576582195,236.22635,48857.71518391382,221.03781
22,55333.52490029215,235.23093,49387.81728300168,222.23372
23,55084.21417903099,234.7003,48494.3405347363,220.21428
24,54708.63130867582,233.89877,49671.818408861676,222.87177
25,54355.92908227744,233.14357,49430.080492747235,222.32877
26,53905.88886677718,232.17647,55787.58382038376,236.19394
27,53560.600046366206,231.43163,47640.186865352385,218.26633
28,53407.762512719935,231.1011,46810.021907828705,216.35622
29,53253.265011571035,230.7666,46946.217965521944,216.67075
30,52685.42942489496,229.53307,56538.991685324414,237.7793
31,52870.948712004334,229.93687,47454.635950412216,217.84084
32,52221.17325162487,228.51953,46257.12391464294,215.07469
33,51930.87176052061,227.88345,46852.5502196904,216.4545
34,51478.74561367516,226.88918,45333.843324566835,212.91745
35,51422.12429630055,226.76442,48712.65183091575,220.70943
36,51160.03620667017,226.18582,47702.79356959441,218.40971
37,50866.96323324252,225.53703,44191.56016636051,210.21788
38,50526.84901646205,224.7817,43140.06470756266,207.70186
39,50258.70553973543,224.18457,43730.41473034176,209.11818
40,50044.001265838364,223.70517,42899.0689159098,207.12086
41,50008.78382270877,223.62642,45178.51704382114,212.55238
42,49331.50588194262,222.10695,44926.78909995761,211.95941
43,49173.77310308889,221.75154,41592.8053748319,203.94313
44,49053.29439461332,221.47983,42920.779820215655,207.17331
45,49569.74768579307,222.64258,43961.05484920724,209.66891
46,48879.50355952928,221.08708,45615.42517583759,213.57768
47,48555.91114307051,220.35413,44161.661842756,210.14676
48,48748.19331629136,220.78996,42730.827282051534,206.71434
49,47762.10838817949,218.54546,43322.31405037957,208.14012
50,47991.85207129727,219.07036,42170.5478522477,205.35468
51,47657.45405847886,218.30588,43426.53114737224,208.39035
52,47345.57999400932,217.59044,48067.30617758196,219.24257
53,47999.42318802521,219.08772,39429.51569199735,198.56866
54,46763.309791885506,216.24828,43866.791620885146,209.44402
55,47406.88582425158,217.73117,46601.78585972217,215.87448
56,47145.63999310662,217.13051,43171.119929214256,207.77663
57,46657.642260126704,216.00385,39886.33793737088,199.71565
58,46586.62726702009,215.83934,44185.52544467968,210.20355
59,46731.221589417015,216.17409,43678.1441064259,208.99316
60,46659.36688796613,216.00775,40333.084180342245,200.83098
61,46248.19339835543,215.05388,41891.83405913795,204.67493
62,46206.910603499215,214.95796,39349.626497086225,198.36739
63,45284.543389328384,212.80167,42602.937972635846,206.40482
64,46014.36743369223,214.50952,38750.43330596593,196.85129
65,46337.70339991465,215.26195,40419.55981401536,201.04613
66,45278.82274980305,212.78824,39312.67781675129,198.27425
67,45963.69058355764,214.39146,39183.48318122905,197.94818
68,45256.98842281053,212.73694,39480.266955810985,198.69644
69,45755.06431977088,213.90433,37998.03664755009,194.93085
70,44830.46962808561,211.73213,39127.21787659819,197.80603
71,44868.203498391544,211.82115,43390.41780247476,208.30367
72,45958.780006729256,214.37996,40634.091604866684,201.579
73,44671.043865300024,211.35529,39626.098142894385,199.06305
74,44478.96960756959,210.90042,38656.30782815302,196.61208
75,45644.38483743107,213.64543,37748.6434364524,194.29008
76,44052.28366473543,209.88641,41375.31701166241,203.40924
77,44547.62162101168,211.06311,40608.60218557535,201.51576
78,44561.312063008794,211.09552,41484.4061169189,203.6772
79,44603.723768218224,211.19594,39006.15399493013,197.49976
80,43783.273049747244,209.24458,37088.49077385593,192.58372
81,45030.42443334756,212.2038,38801.281613308354,196.98044
82,44271.366040654546,210.40765,40608.55270316033,201.51566
83,44774.855202041756,211.60065,39640.117682975855,199.09828
84,43639.89389730502,208.90169,37833.17310561949,194.5075
85,43711.655445772056,209.07332,37825.51237867389,194.48784
86,43107.74636866465,207.62404,39719.87950587628,199.29846
87,42974.02371856946,207.30173,37835.379707172855,194.5132
88,43272.8874798943,208.02135,36709.674680970806,191.59769
89,43052.03343290441,207.48978,37152.9094387693,192.75092
90,43021.29967133338,207.41577,40237.311172843416,200.5924
91,43434.34940216321,208.40904,37529.07019220931,193.7242
92,43237.51910656841,207.93637,38173.422861383704,195.38022
93,42423.2463091682,205.96902,38768.88631844084,196.89816
94,42297.291436203384,205.66307,36468.48684598406,190.96725
95,42685.96789653361,206.60583,35960.092623226396,189.63145
96,42755.735285911236,206.77458,40389.7487355773,200.972
97,42677.254138081014,206.58484,36048.80685882318,189.86526
98,42057.47793502166,205.07912,38182.69823769563,195.40392
