epoch,loss,mae,val_loss,val_mae
0,149611.06539769232,224.09232,80035.47883272743,155.65256
1,67951.23100492211,148.78796,73534.87669056743,143.84987
2,64145.75490814875,141.7763,71398.84299460232,143.2107
3,61465.8720967699,136.59706,67861.1540475502,132.77502
4,58872.71684958595,131.20697,65415.87521333812,129.9446
5,56735.846737401145,126.48964,63515.57110662775,124.16395
6,55383.393558195334,123.28971,62522.446724049565,123.78945
7,54361.42749609704,120.8505,61224.88885842482,119.3493
8,53524.92393656211,118.530304,60526.884509038304,118.164215
9,53044.66202787093,117.37949,60958.80622459953,119.88222
10,52629.89830024429,116.322784,59998.980769230766,115.94914
11,52096.96043157341,114.828476,59759.49156959406,114.51382
12,51546.3176495863,113.32416,58187.19209023912,109.82096
13,50689.322261021494,111.294395,57966.91510522636,109.043076
14,50035.14362519243,109.56894,56638.79286902008,106.23802
15,49335.25964435414,107.84173,57197.22573706545,110.80087
16,48768.46588252773,106.388626,56229.30412236377,104.54996
17,48292.42770692386,105.33735,55695.53785654254,105.63287
18,47884.605161164705,104.319115,55198.35625416348,101.53405
19,47428.811037954874,103.06618,54978.37722262172,100.77587
20,47269.729161168514,102.58315,55238.608781703784,100.962166
21,46976.49403522009,101.85708,54125.4974365537,99.34239
22,46844.30624647348,101.41274,54258.45648668912,101.59521
23,46666.640195294494,100.58803,53903.28102794762,99.59603
24,46485.03095075537,100.13273,54086.35506708693,99.97561
25,46433.613540507016,100.050514,53224.001884459816,97.82142
26,46106.200297617266,99.0465,53067.98106842054,96.979904
27,45969.595019581364,98.62245,53313.68980024323,96.72594
28,45811.61043268436,98.24723,58010.3226984335,111.45221
29,45820.043652191715,98.178085,54977.47232115424,107.61648
30,45733.62241792788,97.838326,53966.4850577788,98.25009
31,45675.26202574075,97.67087,53703.45516276633,101.64182
32,45524.57839207957,97.22848,53101.56337182994,100.00827
33,45429.81361658711,96.79851,52762.811030032586,93.80959
34,45296.7602225778,96.372116,52267.71035235324,93.51894
35,44992.76037850233,95.19421,52144.28795457802,93.847115
36,44925.728245954895,95.002884,52275.200352088585,96.06703
37,44800.96760524829,94.57426,52182.97560546391,95.57315
38,44592.94983629878,93.855034,51690.61129463963,92.95317
39,44440.162005380014,93.36231,52951.162456896665,101.8942
40,44400.4974630456,93.18557,51814.58959490932,90.19241
41,44210.67512734034,92.46919,52255.85980264449,92.47402
42,44272.16191032874,92.696945,52141.52319947146,91.14552
43,44211.716378448924,92.577774,54070.28992553499,98.61113
44,44071.732551647896,92.24188,51559.714238996145,89.820564
45,43992.314347737076,91.890015,51635.912522334336,93.0294
46,43963.935017761025,91.78125,51345.66404910585,90.87325
47,43855.850667959676,91.33427,53342.81082645767,101.517235
48,43800.67130844647,90.88643,50974.63565803029,90.19388
49,43884.42486321653,91.28215,51636.212128207495,89.33199
50,43816.1420399569,91.15267,52740.97814930312,93.25335
51,43800.89094618346,91.07448,51315.98194388142,90.070946
52,43765.5371749112,90.97699,51165.047067117266,89.35146
53,43624.80245922656,90.411934,50974.88822478479,90.36381
54,43624.58152844903,90.59212,50956.39890072774,89.561325
55,43676.80188310081,90.60828,51813.392701415716,95.742836
56,43617.70664345165,90.43416,51140.81762632779,91.23529
57,43583.027082998124,90.14621,51118.83151016923,90.098175
58,43493.959990333664,90.094734,51290.99411512771,88.527534
59,43476.05733165145,89.726524,51083.977238501044,91.38629
60,43645.12438989156,90.34918,51001.79465334654,90.7707
61,43429.611294677416,89.57865,52397.94021877001,95.916176
62,43466.59787113673,89.94574,51322.21421341816,91.00919
63,43409.37166998617,89.65884,51280.98415028492,88.25646
64,43474.414644070115,89.857185,52423.788396907665,100.25973
65,43452.33488440215,89.75135,51620.18548232489,89.628555
66,43357.16251534954,89.34507,51323.594320542295,88.86505
67,43228.773056437036,89.04763,51346.86689888031,92.618225
68,43295.89891125304,89.35096,51545.37323907296,89.40884
69,43336.65341414071,89.28082,51000.506930099975,86.87812
70,43248.96156113016,89.133644,51633.53907290871,94.83248
71,43253.183640473,89.03509,50388.152776316434,88.01271
72,43256.65942865883,89.18496,51041.58872679101,87.50078
73,43230.38017451486,88.86542,51583.330778009586,93.331696
74,43170.1058976741,88.77926,54885.19380283426,110.60601
75,43169.76985352064,88.837364,50315.50972963831,85.63855
76,43192.81933203047,88.72328,50509.000047282956,86.28572
77,43236.24303542349,88.953,50154.58857905194,85.93514
78,43154.67159114992,88.63189,50447.38341709248,85.70533
79,43169.87453944593,88.70412,50235.17979045743,86.03099
