,District Name,Market Name,State
20858,Nadia,Chakdah,West_Bengal
21922,Darjeeling,Darjeeling(Klimpong),West_Bengal
21923,North 24 Parganas,Diamond Harbour,West_Bengal
23786,Jalpaiguri,Falakata(Dhupguri),West_Bengal
24272,Malda,Gajol,West_Bengal
24415,Dakshin Dinajpur,Gangarampur,West_Bengal
25489,Howrah,Howrah,West_Bengal
27188,Murshidabad,Jiaganj(Lalbagh),West_Bengal
29659,Murshidabad,Kandi,West_Bengal
30427,Medinipur(W),Kolaghat,West_Bengal
31259,Coochbehar,Mekhliganj,West_Bengal
34987,Kolkata,Sealdah Koley Market,West_Bengal
35523,Hooghly,Sheoraphuly,West_Bengal
37045,Puruliya,Balarampur,West_Bengal
39862,Birbhum,Bishnupur,West_Bengal
42080,Hooghly,ChinSurah,West_Bengal
42524,Darjeeling,Darjeeling,West_Bengal
42911,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),West_Bengal
44262,Jalpaiguri,Falakata,West_Bengal
44944,Medinipur(W),Garbeta(Medinipur),West_Bengal
45398,Burdwan,Guskara(Burdwan),West_Bengal
46010,Bankura,Indus(Bankura Sadar),West_Bengal
47629,Murshidabad,Jiaganj,West_Bengal
48203,Hooghly,Kalipur,West_Bengal
50324,Darjeeling,Karsiyang(Matigara),West_Bengal
50499,Puruliya,Kasipur,West_Bengal
51084,Medinipur(E),Kolaghat,West_Bengal
53568,Uttar Dinajpur,Raiganj,West_Bengal
54584,Nadia,Ranaghat,West_Bengal
54647,Nadia,Ranaghat(Kalyani),West_Bengal
54650,Birbhum,Sainthia,West_Bengal
56233,Darjeeling,Siliguri,West_Bengal
56716,Howrah,Uluberia,West_Bengal
62674,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),West_Bengal
