,District Name,Market Name,State
54672,Balrampur,Panchpedwa,Uttar_Pradesh
54674,Kanpur,Pukhrayan,Uttar_Pradesh
54743,Kanpur,Rura,Uttar_Pradesh
55721,Muradabad,Sambhal,Uttar_Pradesh
55763,Agra,Samsabad,Uttar_Pradesh
56391,Hardoi,Sandi,Uttar_Pradesh
56392,Hardoi,Sandila,Uttar_Pradesh
56399,Hathras,Shadabad,Uttar_Pradesh
56734,Badaun,Shahaswan,Uttar_Pradesh
57096,Shahjahanpur,Shahjahanpur,Uttar_Pradesh
57097,Firozabad,Shikohabad,Uttar_Pradesh
57893,Bulandshahar,Sikanderabad,Uttar_Pradesh
58252,Hathras,Sikandraraau,Uttar_Pradesh
59690,Bulandshahar,Sikarpur,Uttar_Pradesh
60075,Sitapur,Sindholi,Uttar_Pradesh
60083,Allahabad,Sirsa,Uttar_Pradesh
60253,Firozabad,Sirsaganj,Uttar_Pradesh
61860,Bulandshahar,Siyana,Uttar_Pradesh
62006,Sultanpur,Sultanpur,Uttar_Pradesh
62007,Rampur,Tanda(Rampur),Uttar_Pradesh
62008,Balrampur,Tulsipur,Uttar_Pradesh
62011,Firozabad,Tundla,Uttar_Pradesh
63047,Badaun,Ujhani,Uttar_Pradesh
63731,Kanpur,Uttaripura,Uttar_Pradesh
63839,Varanasi,Varanasi(Grain),Uttar_Pradesh
63885,Kanpur,Varipaal,Uttar_Pradesh
64120,Badaun,Visoli,Uttar_Pradesh
64444,Sitapur,Viswan,Uttar_Pradesh
64445,Badaun,Wazirganj,Uttar_Pradesh
64535,Ghazipur,Yusufpur,Uttar_Pradesh
