Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
59,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,1900,2480,2400,27-Nov-15
60,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2100,2385,2350,25-Nov-15
61,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,1870,2305,2255,24-Nov-15
62,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2345,2345,2345,30-Dec-14
63,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2450,2510,2510,25-Dec-14
64,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2400,2585,2520,24-Dec-14
65,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2400,2585,2500,23-Dec-14
66,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2550,2640,2550,22-Dec-14
67,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2100,2635,2550,20-Dec-14
68,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,1950,2610,2550,19-Dec-14
69,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2400,2680,2600,18-Dec-14
70,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2400,2640,2600,17-Dec-14
71,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2400,2625,2580,16-Dec-14
72,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2595,2595,2595,15-Dec-14
73,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2730,2730,2730,13-Dec-14
74,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2200,2740,2680,12-Dec-14
75,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2060,2735,2685,11-Dec-14
76,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2460,2670,2510,10-Dec-14
77,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2400,2675,2645,09-Dec-14
78,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2400,2700,2680,06-Dec-14
79,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2210,2680,2630,05-Dec-14
80,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,1970,2690,2640,04-Dec-14
81,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2400,2680,2600,03-Dec-14
82,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,1950,2615,2580,02-Dec-14
83,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2110,2640,2600,01-Dec-14
84,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2200,2680,2640,28-Nov-14
85,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2220,2680,2640,27-Nov-14
86,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2100,2840,2790,26-Nov-14
87,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2200,2830,2780,25-Nov-14
88,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2200,2780,2700,21-Nov-14
89,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2175,2900,2870,20-Nov-14
90,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2195,2875,2805,19-Nov-14
91,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2240,2950,2870,18-Nov-14
92,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2100,2885,2800,14-Nov-14
93,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2150,2885,2800,13-Nov-14
94,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2037,2905,2855,11-Nov-14
95,Muktsar,Bariwala,Rice,Other,FAQ,2165,2915,2820,10-Nov-14
96,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2175,3090,2950,08-Nov-14
97,Muktsar,Bariwala,Rice,Other,FAQ,1985,3025,2925,05-Nov-14
98,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,4100,4465,4320,11-Nov-13
99,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2650,2970,2880,12-Dec-12
100,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2870,3100,2925,11-Dec-12
101,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2430,2830,2770,07-Dec-12
102,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2430,2835,2780,06-Dec-12
103,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2400,2830,2790,04-Dec-12
104,Muktsar,Bariwala,Rice,Basmati Paddy,FAQ,2450,2745,2685,03-Dec-12
105,Barnala,Barnala,Rice,Other,FAQ,1600,1600,1600,04-Feb-16
106,Barnala,Barnala,Rice,Other,FAQ,1750,1750,1750,29-Jan-16
107,Barnala,Barnala,Rice,Other,FAQ,1600,1955,1777,22-Jan-16
108,Barnala,Barnala,Rice,Other,FAQ,1895,1995,1945,21-Jan-16
109,Barnala,Barnala,Rice,Other,FAQ,1995,2065,2030,20-Jan-16
110,Barnala,Barnala,Rice,Other,FAQ,1725,2050,1887,18-Jan-16
111,Fatehgarh,Bassi Pathana,Rice,Other,FAQ,0,0,1300,22-Sep-10
112,Gurdaspur,Batala,Rice,Basmati-370,FAQ,100,100,100,28-Jul-04
113,Tarntaran,Bhikhiwind,Rice,Other,FAQ,2500,3000,2700,17-Dec-12
114,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,18-Dec-11
115,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,15-Dec-11
116,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,14-Dec-11
117,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,13-Dec-11
118,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,12-Dec-11
119,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,11-Dec-11
120,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1650,1580,07-Dec-11
121,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,06-Dec-11
122,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,05-Dec-11
123,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1600,04-Dec-11
124,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,01-Dec-11
125,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1610,30-Nov-11
126,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1600,29-Nov-11
127,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1680,1610,28-Nov-11
128,Tarntaran,Bhikhiwind,Rice,Basmati Paddy,FAQ,1500,1690,1590,27-Nov-11
