epoch,loss,rmse,val_loss,val_rmse
0,2257892.631417411,1502.6306,2272274.279371638,1507.4062
1,2236311.759585084,1495.4304,2250786.7188352696,1500.2625
2,2214850.573496586,1488.237,2229409.6067474857,1493.1206
3,2193500.013064601,1481.0485,2208152.969186092,1485.9856
4,2172265.564896271,1473.862,2187008.9116706946,1478.8542
5,2151150.1877133665,1466.6803,2165983.8221330005,1471.7281
6,2130153.5641741073,1459.5022,2145075.79023739,1464.6077
7,2109268.119698661,1452.3317,2124282.35527598,1457.4918
8,2088504.2980567226,1445.1656,2103607.865527793,1450.3821
9,2067849.9049533876,1438.0018,2083045.2962111172,1443.2756
10,2047311.5497636555,1430.8405,2062596.4020035863,1436.1744
11,2026889.261817227,1423.6892,2042266.548432993,1429.0792
12,2006588.0405396533,1416.5399,2022054.3360781944,1421.9895
13,1986400.7119715074,1409.3978,2001955.775541826,1414.9054
14,1966330.673549107,1402.26,1981977.6146409917,1407.8271
15,1946373.3131072742,1395.1263,1962109.1725559367,1400.7533
16,1926534.0361081932,1387.9951,1942359.769353707,1393.686
17,1906805.6770942751,1380.8716,1922721.7596476183,1386.6226
18,1887194.3579963236,1373.7517,1903201.746199423,1379.5658
19,1867701.2240185137,1366.6381,1883798.6201761907,1372.5153
20,1848330.4720982143,1359.5336,1864517.348045139,1365.4731
21,1829068.301569065,1352.431,1845346.759754814,1358.4354
22,1809917.2023700105,1345.3314,1826287.8098249785,1351.4023
23,1790896.0568539917,1338.2438,1807355.3395084587,1344.3793
24,1771986.3084460346,1331.1603,1788531.4058431434,1337.36
25,1753183.1053210346,1324.0781,1769821.1900093553,1330.3462
26,1734506.3193769695,1317.0076,1751232.3901730725,1323.3413
27,1715935.843126313,1309.9376,1732754.9309854214,1316.3417
28,1697487.7688090862,1302.8768,1714395.6993451314,1309.3499
29,1679153.3194754464,1295.8234,1696150.00071139,1302.3633
30,1660935.8975019695,1288.7738,1678028.1005106417,1295.3875
31,1642835.2607668068,1281.7314,1660013.7937163794,1288.4152
32,1624851.2513622637,1274.6969,1642117.8217919234,1281.4517
33,1606978.6318195246,1267.6669,1624332.2702989788,1274.4928
34,1589214.6296448268,1260.6406,1606658.9618967802,1267.5405
35,1571566.2203584558,1253.6199,1589100.899128791,1260.5955
36,1554032.5184726233,1246.6058,1571658.1776331177,1253.6581
37,1536614.2965467437,1239.6023,1554329.3305624854,1246.7274
38,1519325.8906167937,1232.6105,1537130.8230880175,1239.811
39,1502133.7897518382,1225.6167,1520032.1468094643,1232.8958
40,1485071.5421481093,1218.636,1503059.0766547127,1225.9933
41,1468119.1271090468,1211.6597,1486195.2414828097,1219.096
42,1451292.119157038,1204.6962,1469460.702561004,1212.2131
43,1434577.3922088367,1197.7384,1452832.5438917908,1205.3353
44,1417971.6793920693,1190.7861,1436318.3345482186,1198.465
45,1401491.0863970588,1183.8457,1419930.2774908396,1191.6082
46,1385124.4867220325,1176.9141,1403655.9477664302,1184.76
47,1368874.8350183824,1169.9875,1387493.793511733,1177.9194
48,1352744.2267922794,1163.0753,1371448.2037109223,1171.0883
49,1336720.1656709558,1156.1676,1355516.727420675,1164.2666
50,1320816.46347328,1149.2672,1339705.2170324316,1157.4565
51,1305031.4614873293,1142.3807,1324006.9483803695,1150.655
52,1289353.47466682,1135.4968,1308423.417205894,1143.8634
53,1273808.1654165573,1128.6304,1292965.1153328915,1137.0862
54,1258365.4850971638,1121.7692,1277613.7730860685,1130.3158
