epoch,loss,mae,val_loss,val_mae
0,934839.6273978038,568.85,772743.2570417613,529.0201
1,765084.3703325411,521.13403,696482.0719483822,517.8652
2,693505.0060437518,496.38776,663222.880082648,512.8987
3,665256.5335787459,481.3169,643803.5879718555,497.62332
4,654738.6279493177,474.94437,626427.5405574794,482.24475
5,645214.3827258217,469.8423,622480.6553121506,484.23563
6,639523.6836503193,467.1704,619606.2103296451,468.32034
7,634820.0865258566,465.09518,616080.9791666666,473.93008
8,627058.3263709059,461.67566,598970.21969574,449.19235
9,620578.0620602602,459.40958,596399.7996812214,439.70328
10,613956.1092781766,456.64252,601740.3177145331,484.48468
11,607060.0357757835,453.06146,585769.4885327616,441.42493
12,599990.7014460153,450.40915,571161.6985445298,440.69492
13,591037.5235263142,446.56702,559074.9598607203,430.10522
14,579824.404178026,441.9563,551562.9960535927,431.31946
15,568246.5549875221,437.01218,545760.428270299,434.6166
16,560261.6176480639,433.13007,529595.6260269,435.65408
17,553968.5932514068,429.87997,542986.2617806063,411.7811
18,548728.925841557,427.13382,522023.62065342854,419.82358
19,545399.0925423176,424.71735,539848.7175979782,444.32513
20,540187.580283237,422.30646,528274.4487282671,424.38354
21,538004.1281738152,420.8505,518284.5818814703,405.9499
22,533173.2988023321,418.19492,540111.7843464812,421.43106
23,529523.2470877031,416.53275,505294.6921001966,413.66992
24,527714.3102108852,415.0581,524077.36937628506,411.5648
25,525425.5476333316,413.82135,504113.3381894095,422.129
26,522420.79871903546,412.64142,493004.661423953,413.1168
27,520231.5165359234,411.18073,497046.27656864334,413.90442
28,517439.63291507825,409.8671,504451.56636862893,405.76807
29,515674.062541411,408.59555,492328.69288474374,423.34912
30,512254.2922904817,406.822,498533.4071709411,401.41547
31,511729.06188369985,406.39624,491794.6801572701,407.35904
32,508653.2934893836,404.99966,491044.4794146557,405.91623
33,506799.22857544257,404.09406,485324.5586527883,410.55417
34,506011.1694574399,403.68576,479431.9031411193,400.9671
35,503689.52713975037,401.9876,480342.20515005593,394.0271
36,502576.6289351131,401.5221,500772.86037653754,401.4656
37,501856.5348176943,401.0219,471388.4190372164,400.62573
38,498622.0640445473,399.6808,475522.0357498737,391.0781
39,498360.89361964434,399.04343,476054.8028577354,405.54965
40,496621.7523832091,398.30573,479659.0504939491,399.2833
41,495699.2416686759,396.93604,483759.92060292896,401.42514
42,494333.7660095646,396.7462,486296.9053707661,394.23645
43,492103.280266815,395.5025,473205.0863317462,386.83633
44,491142.43868697697,394.55008,468755.9731168614,396.53613
45,489348.8585529501,393.76865,480216.09215497965,407.4314
46,488462.0180522899,393.07736,467936.9272242362,394.7712
47,487595.8836133698,392.25854,462436.7627432547,389.1961
48,485773.5882347427,391.8625,468497.1849851658,388.26633
49,485791.0556056021,390.96957,469311.478915296,388.0701
50,484307.18306653097,390.15582,466609.95938728674,385.56525
51,483437.89157282544,389.62897,467226.54504382645,383.46283
52,482768.9443465795,389.18753,467375.25702147133,385.87585
53,481319.3656546403,388.58908,465451.5664458437,392.58606
54,480300.9207148987,387.73407,460181.2422424521,383.7408
55,480094.57905918,387.39655,459430.7602430743,389.5835
56,478271.6764349565,386.52567,462572.5698438571,385.06583
57,478042.2254747196,386.31537,452910.125237844,382.1397
58,477612.9029302971,385.88272,461168.5175688959,388.32474
59,478281.3581726571,385.72256,465610.9674818743,378.08917
60,476922.7222975821,385.21503,468759.4152046586,393.19724
61,475645.4394172463,384.60974,458416.37483880715,389.31335
62,475285.40428434196,383.97562,453390.09554566606,382.82965
63,474528.7950262183,383.95587,461937.8619073062,389.10306
64,474753.8717122749,383.53824,453398.8296191339,386.52423
65,473289.551508642,382.84625,453049.21608299064,378.81232
66,473024.2431495049,382.33167,464196.55711187463,379.40067
67,471802.5200267878,381.64243,450625.1350570826,374.26157
68,471728.6648361975,381.32755,457056.50303561124,388.6899
69,471036.9266422488,381.14905,460290.3537924287,381.3784
70,470108.1238197271,380.70978,454774.68569644337,376.72995
71,468967.0451420267,380.2441,475338.89038659236,400.59027
72,468914.4310487235,379.85583,451718.7070967698,379.60873
73,468633.59890537313,379.74045,446341.1887066921,375.87888
74,467276.31715179636,378.807,461015.5932743119,388.1843
75,467186.91104964196,378.81317,449733.456829618,372.6099
76,466457.8994659523,378.1055,459509.13096357265,384.90152
77,466295.58121207746,378.15323,454927.10058829765,376.83823
78,466247.3987459467,377.62552,460088.71041418676,377.01865
79,465623.3068212345,377.53644,447882.9292149118,384.29556
