epoch,loss,mae,val_loss,val_mae
0,804409.5101638499,532.6605,674695.822756601,480.4381
1,684260.1692963642,488.3278,663403.9953130073,480.07187
2,662659.461739319,478.55228,626070.3466131461,482.37823
3,644954.7558127283,470.6192,609930.6710504364,452.59128
4,631812.952323003,464.6993,602003.4013973055,460.88754
5,621758.260069637,460.1236,598814.0430407514,456.93292
6,612841.1154996754,455.40506,587456.8008490243,468.79623
7,606200.9469189266,451.5962,569410.0473749234,445.38574
8,597546.6735402206,447.7076,570554.4577731036,434.6455
9,592346.6376031834,444.98984,579139.8662121705,440.70367
10,583632.8512646137,441.43094,564720.5227732839,443.39026
11,579547.8124817862,439.1492,550799.4176744039,430.78873
12,578018.5828886891,438.6325,562277.2227031706,431.7268
13,571786.8239989692,435.7699,549543.2449686406,432.3342
14,569552.491493302,434.2966,540035.4307693521,418.0042
15,566213.0964634885,432.71384,545154.2265470007,444.06665
16,565369.750757145,432.0499,549205.7668316921,444.62598
17,562420.9163730323,430.69644,530831.442273789,430.2658
18,562285.0067648254,430.42563,608701.9170296325,486.50363
19,561288.1901446086,430.1123,534101.9658699456,418.928
20,556080.7536071475,428.31647,536564.0185980503,433.40256
21,555031.8402820362,427.14246,520282.51795327885,413.77893
22,552296.0768317664,426.71548,548222.0542859269,434.55832
23,548060.4229757732,424.2853,543477.8832174548,422.71512
24,555418.7722596596,428.6798,522539.2185594993,424.17566
25,546650.5906511756,424.7879,526784.8294731586,423.37158
26,547232.1262391263,424.47784,525183.9322031797,426.57773
27,544436.5108992809,423.80716,528411.0512762418,431.06088
28,542492.728005537,422.11914,506040.0088171374,409.30905
29,539432.7044368626,420.9678,525767.040312872,420.3289
30,538735.5065555159,420.60544,519431.2039675991,440.80582
31,537881.7128468557,419.985,518734.72765506076,412.96548
32,537091.8105185607,419.40152,535704.5518736698,414.42303
33,536380.9885761403,418.8489,527121.2223751488,430.08432
34,536152.268609084,418.76865,510156.43743011216,421.01724
35,533825.9379049735,417.41553,509276.3785158082,417.87393
36,532511.5957204043,416.88092,525303.4088065415,429.95016
37,531801.8038083172,417.13916,519664.7193192476,401.58896
38,530221.4926371475,416.39584,510539.65716812306,401.32452
39,529647.5021906302,416.09082,524364.2605541878,416.81848
40,529454.6374772892,415.44424,496333.671303498,410.4284
41,529548.2388499987,415.77417,514616.68006483786,416.04443
42,528483.8034159212,415.265,524653.9921872182,413.4293
43,527055.1709427185,414.44592,525050.2703655359,422.09567
44,528052.5296744835,414.96277,507419.8043665233,423.24957
45,528203.8297006353,414.99814,515368.4953603506,425.91986
46,524909.7083131223,413.95737,517244.16714799084,431.1057
47,523757.98297995946,413.41754,505871.57611797965,414.489
48,524113.79793388763,413.73087,519961.71382178157,418.33673
49,524274.7508391364,413.4424,518049.182624761,441.72614
50,522666.52273665735,413.2847,501242.1346152112,405.1225
51,520942.75515881414,411.99,505142.78891286114,414.05746
52,521725.1952923878,412.80835,523074.6774575713,416.63687
53,521405.8493462994,412.43265,502396.4494372903,405.69302
54,519176.72174844134,411.29916,509692.616665314,413.73163
55,518516.07942606485,411.1507,509182.9347997376,401.4587
56,517146.88769704045,410.22736,497419.13596844225,410.7653
57,517054.3297039576,410.26752,516257.41108353174,411.56427
58,516356.53470858996,409.6611,503311.68602052,398.92902
59,515616.44883896125,409.6949,514207.24417958467,418.3063
60,515646.9117857848,409.78198,501439.76795666054,408.4406
61,513792.0385305644,408.72073,494988.30074081087,405.65213
62,513454.92507266504,408.69818,499551.3066429499,403.62543
63,511286.3956745318,407.7202,490072.8127908235,403.7937
64,513959.1675066732,409.47565,497521.3011860639,410.1563
65,509061.85715796886,407.44037,489842.7264782401,401.88007
66,509658.0018396452,407.31754,484586.2693048191,412.64536
67,508665.2529846772,407.11572,497975.6819771715,425.12366
68,506767.3433654354,406.04282,500815.29600647476,407.67825
69,506605.88052896207,405.8189,500688.6180281265,417.4602
70,508633.99924107513,407.32016,481290.4793222234,403.44513
71,505081.4358806993,404.73364,493503.2999754265,411.1322
72,504099.6418771785,404.6123,484903.92761087365,397.14987
73,504973.305151149,404.94894,486164.5361973812,394.81204
74,503623.6537729339,403.79904,472980.08541869564,397.75406
75,505018.43137069704,404.7065,497394.5427921987,413.88477
76,503696.67051508167,405.0464,480188.8491245987,406.72995
77,501418.5207798095,403.41742,481628.1578314937,396.44778
78,502322.6090368299,403.6539,476136.00468586554,396.204
79,502154.15295966447,403.30136,480617.4250819491,396.18393
