epoch,loss,mae,val_loss,val_mae
0,1069000.9563714326,609.18097,827025.0253095354,536.8322
1,838160.2727154179,536.2951,796686.6037631208,535.99243
2,821010.8777786901,530.6767,785902.9289387421,533.8693
3,809188.4762300848,527.14294,772470.7935784367,513.2419
4,790459.6617914803,521.6243,748378.1700889154,521.2431
5,762730.0258618235,516.0324,721512.626820465,507.85168
6,739203.6820403924,511.22955,702725.66757859,500.31076
7,721470.2132174189,504.65784,688028.7664247646,501.21637
8,705784.8757465846,498.5331,679495.4745360351,482.9723
9,688324.1859995928,491.82275,662361.1548026458,491.8808
10,674246.2610848591,486.45285,646784.1148899379,485.5644
11,664419.9360841946,482.0797,645188.4055736662,494.83224
12,657545.7019626442,478.55966,638685.2987444991,466.39062
13,652052.4977161061,475.57434,628938.1631486041,467.55762
14,648518.0699982392,473.12222,650874.0295422573,511.3366
15,645407.3106435057,471.40405,627237.7938602424,462.6125
16,642292.645239657,469.87598,624394.7722181267,454.7605
17,639520.7096630734,468.3681,620007.3425094913,453.39877
18,637405.4620134148,467.2531,616905.8279773338,461.03052
19,635487.8169099751,466.15057,624115.943412284,490.2869
20,633632.9428461723,465.22827,617034.3341742416,473.5295
21,631727.8253205615,464.33105,608081.0558274041,454.38934
22,629698.0969054234,463.27472,611049.3990577544,454.6333
23,627708.9164864675,462.35226,603847.766580885,460.26324
24,625986.6849144822,461.53638,612652.332158767,472.85553
25,624580.3192446538,461.0653,602782.4596099133,460.2861
26,622960.2495856527,460.0565,600498.2371395141,468.14212
27,620765.7034758662,459.16284,601687.0789963433,463.92078
28,619618.717549437,458.55023,598106.8247591124,462.20474
29,617757.7412326145,457.54523,607096.0397757503,441.42233
30,616495.2071556313,457.03375,592107.5508946768,452.501
31,614139.0370222665,456.00635,606483.6884981559,473.87872
32,612940.5341074778,455.3178,600215.7599398514,464.08994
33,612027.1084045112,454.69635,596559.0862810211,438.82275
34,610441.5859964128,454.00607,588287.0447530029,451.9013
35,609144.2211117323,453.1721,584326.3649310815,445.4929
36,607891.8574282082,452.673,584354.9160072412,455.45187
37,605847.6550629637,451.85223,581352.943682254,449.83667
38,604479.5202479629,451.2018,583042.7563248476,458.10806
39,602814.5839145903,450.55832,598212.2696875113,458.34006
40,600651.6559858713,449.7045,588291.8648662663,441.1071
41,599476.0851775666,449.07956,578177.56395919,453.60947
42,597512.1088771187,448.3735,585043.7822684458,443.69653
43,595794.5153590916,447.6961,580117.4926595245,457.07428
44,593974.8941525292,446.9024,586475.3054796559,430.45572
45,592204.5419110192,446.27744,567146.6427075443,430.737
46,589501.8430331982,445.12866,570907.472897053,432.1413
47,588255.9250233338,444.78116,575901.1977402563,427.78687
48,585604.8429853796,443.7814,563173.701400349,450.38153
49,583296.9652493465,443.14438,561149.1925944838,433.6779
50,581449.9026860434,442.31564,553450.3125811601,430.33435
51,578999.6095331687,441.43796,554648.9501756213,440.43008
52,576913.9659224235,440.5991,556874.6207142986,440.5009
53,574944.1205107626,439.8909,551473.5351547,440.70782
54,572806.2562201936,439.1499,545242.2635142752,439.2962
55,570573.2901158701,438.53217,547441.5786170327,430.4967
56,568267.8472069288,437.442,542455.1349127981,432.32654
57,566358.1651251253,436.76077,560215.2818975896,420.049
58,563925.2972951615,435.94482,540815.0210052348,420.27835
59,562003.4862483436,435.25897,541944.8294838672,442.32236
60,559980.0782964581,434.3999,557639.6728675198,444.6772
61,558573.5660758222,433.7829,545606.7656706525,433.68076
62,556895.5298263633,432.9889,548696.8852892905,419.51096
63,555427.3651261458,432.46625,530116.018839276,424.17007
64,554562.5031128259,432.06427,533049.1938671184,424.89648
65,552805.4969733185,431.37872,532657.7813655403,437.76703
66,551575.029080728,430.9156,529932.4213553503,418.90314
67,550439.1611984367,430.28082,539617.1902323883,446.4921
68,549327.0651519654,429.67255,528187.3235422753,426.94165
69,548480.4580911165,429.0449,541634.6314071348,441.93878
70,547613.987113525,428.58264,527081.3378117898,418.92627
71,546091.7622063971,428.12433,526754.6938913538,424.7142
72,545768.9301589803,427.69894,524239.06885584624,429.34506
73,544412.8001836085,426.87424,525402.7256542401,439.951
74,544293.8999256263,426.8424,526806.704778636,433.1075
75,542987.1661599257,426.4442,544710.9930856149,420.41803
76,542290.6422606752,426.2189,519090.11240215704,419.0036
77,541085.5336900454,425.61765,529580.0338893924,421.14893
78,541305.3876086416,425.46906,531098.1857905665,433.7237
79,540402.4887390551,425.23837,524413.699627791,419.9697
