epoch,loss,rmse,val_loss,val_rmse
0,106561.82549683386,326.43774,78284.57077371584,279.79373
1,75593.98059768036,274.94336,76168.1350443492,275.9858
2,73001.39035014946,270.18774,72172.9887060741,268.6504
3,70960.71131602055,266.38425,71177.41272773009,266.79105
4,69151.17226695213,262.96613,69972.6817828421,264.52353
5,68173.15241478672,261.0998,68647.38344943163,262.00644
6,67526.99470962396,259.8597,67325.60662810868,259.47174
7,66899.67078925381,258.64957,66738.48826648013,258.33795
8,66377.04645932623,257.63782,66973.29577563441,258.79193
9,65655.28417696271,256.23273,65599.37022385033,256.12375
10,64861.98493851734,254.6803,63831.9737624676,252.64989
11,64119.12189935636,253.2177,63345.197960570236,251.68472
12,63194.35311623581,251.38507,63019.031591534214,251.0359
13,62222.82937602836,249.4451,63110.789440882756,251.21861
14,61126.880691432154,247.23848,60959.740909525564,246.90024
15,60030.404600544134,245.01117,59779.326257144356,244.4981
16,58871.49889691136,242.63441,60174.92281539916,245.30573
17,58072.02264939637,240.98141,57631.3593644936,240.0653
18,57333.30082000604,239.44366,56197.14743375789,237.05936
19,56689.91147030101,238.09619,57007.50667567679,238.76247
20,56053.17610020998,236.75526,54988.18152520684,234.49557
21,55534.640516361265,235.6581,54479.39720292157,233.40825
22,54883.78156711675,234.2731,53401.64691574657,231.08794
23,54278.198735148966,232.97652,54090.81155777364,232.57431
24,53763.83124798687,231.87051,57060.20153685829,238.8728
25,53010.314224659895,230.23938,52140.90087970565,228.34381
26,52534.93822152274,229.20505,51490.232946738324,226.91461
27,52007.3407639255,228.05127,52342.623234010774,228.785
28,51361.11484546822,226.63023,51558.99997137386,227.06606
29,51074.74269754747,225.99715,52206.281688528106,228.48691
30,50680.55070005144,225.12343,48797.111294169525,220.9007
31,50360.328739294484,224.41093,48470.279563494,220.15965
32,50090.68231202775,223.80962,48332.50370586702,219.84653
33,49784.359565895145,223.1242,48721.52890219971,220.72954
34,49461.14936017589,222.39877,50736.43114895582,225.24744
35,49179.55712140508,221.7645,49299.19288080075,222.03418
36,48999.43417226968,221.35822,48217.74350354111,219.58539
37,48684.55016717991,220.64574,46068.651768638665,214.63605
38,48362.78341684421,219.91545,48707.3208740596,220.69739
39,48315.740051846544,219.80833,45965.323840367244,214.39526
40,47992.44151421555,219.07153,48221.48015995313,219.59381
41,47861.48320593954,218.77289,44796.214426539234,211.65117
42,47594.829778911684,218.16235,46005.52635036203,214.48901
43,47344.26167470467,217.58737,46880.466293633544,216.51906
44,47203.33145795549,217.26338,44649.68702157802,211.3047
45,47140.14623177152,217.11787,46160.62744570778,214.8502
46,46856.51872154044,216.46394,45285.28521624308,212.80334
47,46683.745366328905,216.06418,44646.88300237658,211.29814
48,46565.251935910776,215.78963,45209.760585276665,212.62587
49,46500.368503602615,215.63948,43711.143822905295,209.07207
50,46283.5836035464,215.13638,48455.215390692,220.12544
51,46232.95996869512,215.01834,44056.58810090532,209.89662
52,46137.49686524848,214.79645,43725.5740678537,209.10661
53,46062.79758001376,214.62251,43583.58489036188,208.76683
54,45927.287717578794,214.30653,44000.46681255847,209.76282
55,45938.09375094566,214.33174,43534.02082094897,208.6481
56,45651.660808947905,213.66223,44240.27316981513,210.33374
57,45598.73715504879,213.53888,43466.223405402176,208.48555
58,45654.2243870647,213.66849,44063.82515412436,209.91386
59,45481.648695841555,213.26414,44725.5659905619,211.48418
60,45353.99580415357,212.96466,42608.30611545714,206.41779
61,45228.22479552581,212.66933,43568.035411753524,208.72952
62,45199.07580736304,212.60071,42810.281264769874,206.90654
63,45041.32689346185,212.22923,41566.46431127334,203.87857
64,45017.40989050344,212.1727,41267.72944825856,203.14455
65,44709.684720271776,211.4466,42217.34200258731,205.4686
66,45065.658489644025,212.28674,42170.202567399334,205.35385
67,44848.14526610815,211.77402,41103.71423148559,202.74051
68,44662.207533059,211.33469,42499.18481721296,206.15337
69,44627.29409514355,211.25172,42145.18571924091,205.29291
70,44523.24862202877,211.00536,41956.95694765558,204.83394
71,44467.07295217434,210.87222,42055.832423489024,205.07518
72,44464.90159406582,210.86716,40356.14664227557,200.88835
73,44174.233814624175,210.17693,41300.907060211124,203.22623
74,44163.57880299031,210.15157,40698.336949769044,201.73825
75,44029.03472185536,209.83081,42188.70954258474,205.3989
76,43984.106691777204,209.72365,40955.37099812651,202.3743
77,43934.892187230726,209.60663,43913.23026608302,209.55482
78,43992.972800407086,209.7449,40853.51275629531,202.12256
79,43833.499899183,209.3646,40968.380283806866,202.4065
80,43904.652788530875,209.5347,40770.37628817631,201.91672
81,43571.41943477983,208.7378,40469.75812479901,201.17096
82,43619.8959477048,208.85371,39101.514017063615,197.74103
83,43598.48482503811,208.80269,41438.35636362142,203.5641
84,43538.53770219178,208.659,41446.50378809104,203.58412
85,43465.04273246316,208.48322,42306.11872874357,205.6845
86,43427.36959928625,208.3924,40401.04117657091,201.00006
87,43290.602470942904,208.06387,42557.10631946407,206.29375
88,43067.13507525661,207.52625,40817.24303471194,202.03282
89,42978.23134763702,207.31184,41518.70050479457,203.76134
90,43137.254977282355,207.6951,40231.328206462684,200.57745
91,42879.523046798065,207.07375,40055.73766807199,200.13933
92,42994.88496588058,207.35233,39261.20484667961,198.14441
93,42785.24050640459,206.8462,40174.89849794988,200.4367
94,42809.22138544291,206.90408,40152.404454166506,200.3806
95,42798.06424910281,206.87668,43187.29090233857,207.81555
96,42632.532716799185,206.4765,40177.43207747817,200.44298
97,42751.191626348416,206.76381,41253.98189092101,203.1108
98,42733.845745022554,206.72162,42038.812217393,205.03374
99,42659.106451050575,206.54088,39023.28919771283,197.54321
