epoch,loss,rmse,val_loss,val_rmse
0,158588.0151823669,398.2313,109927.33219600258,331.5529
1,77220.70447085085,277.88596,105052.47390940497,324.1179
2,73243.50481434028,270.63535,101154.196999006,318.04745
3,70160.02657337349,264.87744,101058.16656820086,317.89648
4,67517.37898818585,259.8411,98723.30370690243,314.20267
5,65732.80563469895,256.38412,97036.04801182321,311.5061
6,64338.471098571266,253.65025,93981.48023090941,306.564
7,62734.80076470896,250.46931,93697.10052860908,306.09988
8,61289.06513861648,247.56618,91666.76792818615,302.7653
9,59638.31896472578,244.20964,89054.40534705845,298.41974
10,58329.22786026642,241.51422,89826.31713043044,299.71033
11,57008.89431916566,238.76515,88852.31203132309,298.08105
12,56005.46651721602,236.6546,87064.59937625467,295.06705
13,55035.96455511526,234.59737,90515.50214909225,300.85794
14,54005.95674889829,232.39177,83844.06411494066,289.5584
15,53448.75346554027,231.18968,86308.85747775689,293.78372
16,52780.56787737678,229.74036,82809.72668796776,287.76685
17,52063.38621085031,228.17415,83307.43034559669,288.63025
18,51277.69695198636,226.44562,82647.62049138293,287.48508
19,50969.11384762035,225.7633,82699.13850422936,287.5746
20,50360.8959994276,224.41232,84766.55505111288,291.14703
21,50005.720142524784,223.61943,81580.7357524046,285.6234
22,49391.15066259047,222.24075,79977.14309994299,282.80237
23,49208.0332592876,221.82875,80619.3617369611,283.9355
24,48820.213413911704,220.95316,81048.2871034366,284.68988
25,48255.989278584966,219.67229,79872.30298333106,282.6169
26,48176.4524725906,219.4915,80328.59809142824,283.423
27,47570.53191151338,218.10684,77988.56151848883,279.26434
28,47412.39735861385,217.74387,79178.60346492019,281.38693
29,47177.554521833146,217.20412,77481.38926343113,278.35474
30,46773.95421465705,216.27284,81949.27018173336,286.26782
31,46709.063161000486,216.12286,76811.42638970775,277.14877
32,46079.44579385709,214.66115,76589.64247169057,276.74832
33,45796.94601325027,214.0022,77301.22341362458,278.03088
34,45584.87444388766,213.50604,74886.05577346613,273.65317
35,45643.33754339138,213.64313,75280.62782607,274.37317
36,45253.72684741621,212.72906,75297.96556001257,274.4048
37,44930.95247175713,211.96912,75587.31690096452,274.9315
38,44626.56357157731,211.25021,75553.89557442919,274.8707
39,44396.17350493359,210.70409,75362.03070138308,274.52142
40,43927.56159171738,209.589,74779.82114829193,273.459
41,43927.01094221869,209.58765,76688.66928844551,276.92722
42,43674.39780490138,208.984,74897.70656181175,273.67447
43,43357.26816552426,208.22408,74691.56073081317,273.29752
44,43672.62869775596,208.97992,75517.73560820802,274.80496
45,43432.4562711315,208.40453,72057.47257859398,268.4353
46,43011.05786870107,207.39107,73925.6554309574,271.89276
47,43030.58500523928,207.43816,73747.33293769369,271.5646
48,42643.917106692534,206.50392,74011.38927683061,272.0503
49,42655.38201961998,206.53157,72212.40324060088,268.72357
50,42251.39674717238,205.55148,73307.35727661256,270.75333
51,42617.39710485635,206.4396,72599.89771301503,269.44366
52,42182.543578460434,205.38373,72242.04028976963,268.77878
53,41849.871640758356,204.57243,71732.21085299198,267.82867
54,41636.23605385147,204.04974,72147.94482189669,268.60367
55,41408.295546716,203.49034,72600.09998867135,269.44403
56,41553.35828534295,203.84659,72794.4026375486,269.8044
57,41106.86556359299,202.74838,71639.5479675136,267.6556
58,40940.896472578286,202.3385,75006.19472398919,273.87265
59,41137.9825137483,202.82494,73030.9729164738,270.24243
60,41239.526472075646,203.07515,70621.99037811477,265.74792
61,40649.8418943902,201.61795,70151.1284942163,264.8606
62,40493.56810433524,201.23026,71429.22561738058,267.26254
63,40248.02420845352,200.61911,72588.54653955645,269.42255
64,40454.27597033076,201.13239,71072.13395815468,266.59357
65,40506.83063083937,201.26326,70584.4717780518,265.67737
66,40388.80700080936,200.96951,69937.37135838953,264.45676
67,39901.95315320953,199.75482,70790.23934894412,266.06433
68,40444.10083911799,201.10716,69384.64027006632,263.4096
69,39819.55208799218,199.54846,72694.18394365888,269.61862
70,39741.08874094987,199.35153,69812.06801799305,264.21976
71,39979.96625602145,199.9499,70610.34743759502,265.72598
72,39595.104922126324,198.98518,70459.17923770416,265.44144
73,39255.59925976922,198.13028,69454.431934652,263.54214
74,39505.48089317514,198.75992,69161.2484584519,262.98523
75,39505.52614965359,198.76009,71543.72884543469,267.47653
76,39194.32180048838,197.97554,68878.92179094878,262.448
77,38990.23299241266,197.4594,70085.39680550547,264.73645
78,38972.020249887675,197.41335,72596.3594875251,269.4371
79,38907.36724218801,197.24959,68929.58861343504,262.54443
80,38984.39596294756,197.44473,71246.54648108604,266.92044
81,38556.15911807533,196.35751,76583.51608789078,276.7372
82,38744.93931053867,196.83745,68965.59057584831,262.61304
83,38449.478467091794,196.08527,69249.40667832624,263.1527
84,38607.24679398737,196.48727,68682.34327279615,262.07324
85,38330.651642871504,195.78221,68748.74527851408,262.1999
86,38444.15299795455,196.07187,70075.23791931204,264.71722
87,38697.340137962536,196.71634,68906.08442320763,262.4998
88,38281.89342710351,195.6577,70703.60199752597,265.9015
89,37999.46977041549,194.93448,69434.88125968416,263.50497
90,38086.792729802495,195.1582,68712.7531773493,262.1311
91,38079.94506637189,195.14104,67945.7949118254,260.66406
92,37933.082926325435,194.76419,68974.81367747842,262.63068
93,37659.32385882209,194.0602,68199.97459064619,261.15125
94,37537.10646948293,193.74487,68448.6205486352,261.62695
95,38097.83088145537,195.18683,69816.69345378036,264.22845
96,37969.91032787932,194.85875,70812.87727623494,266.1069
97,37665.258756557436,194.07541,68853.49778238774,262.39944
98,37455.964278982465,193.53528,68164.1360487765,261.08264
99,37407.99217955004,193.41138,70093.8734867735,264.75244
