epoch,loss,rmse,val_loss,val_rmse
0,118232.5439667261,343.8495,77269.57364835893,277.97403
1,75518.54382965344,274.80612,74248.78069361746,272.48633
2,71897.69252527061,268.13754,71646.17588235509,267.66803
3,69689.20141601562,263.98724,72786.22714111347,269.78928
4,68148.59502173672,261.05307,69350.23904989232,263.34427
5,67350.36052171723,259.51947,66950.10588382903,258.74713
6,65979.0086900727,256.86414,65757.25719429718,256.43176
7,64508.88808319348,253.98607,63377.33949566832,251.74855
8,62884.034948012406,250.7667,61434.69024780492,247.86024
9,61298.32406526453,247.58511,60467.44105603658,245.90135
10,59849.08013595453,244.64078,57313.53792872213,239.40242
11,58307.546665095484,241.46962,61981.35973282675,248.96051
12,57103.00720060973,238.96223,56528.893972126665,237.7581
13,56256.27008505428,237.18388,54174.86042472665,232.75491
14,55316.89836274476,235.19556,54160.17004049076,232.72334
15,54817.55731970523,234.13145,56562.908438072525,237.8296
16,54206.6615406966,232.8233,53739.60726580163,231.81804
17,53689.49682412027,231.71017,58770.70781846886,242.4267
18,53244.92637813793,230.74878,53346.48448371843,230.9686
19,52677.17169317678,229.51498,53074.87704585542,230.37982
20,52302.12232022326,228.6965,51460.24432501998,226.84856
21,51825.687639124255,227.65262,50528.48294277939,224.78542
22,51374.443914333315,226.65964,50129.351566458936,223.89587
23,51112.12567882377,226.07997,51281.06258131042,226.45325
24,50576.208519815395,224.89153,52455.848978229515,229.03247
25,50323.122320736155,224.32799,49477.797636638046,222.436
26,49859.31307662836,223.29211,47335.76931411768,217.56786
27,49582.334683201894,222.67117,47431.68187618159,217.78815
28,49167.839757839174,221.73816,49050.12160658425,221.47269
29,48984.45477628307,221.32437,47693.23939736493,218.3878
30,48444.51355839577,220.10104,47016.89826147969,216.83385
31,48285.90787179129,219.74051,45927.301740834766,214.30658
32,47905.28548207002,218.87291,46822.792447388805,216.38576
33,47581.26398044875,218.13118,45799.39521249123,214.00792
34,47433.49608977502,217.79211,46674.89764144968,216.04367
35,47276.45448072418,217.4314,48051.79660457434,219.20721
36,47027.763603274565,216.85884,46712.73723243695,216.13123
37,46793.01987604734,216.31702,53460.69772196831,231.21571
38,46522.603997943785,215.6912,44183.37496771946,210.19844
39,46374.04728205064,215.34622,46427.13344562495,215.46956
40,46107.83536510307,214.72731,45135.92225566676,212.45218
41,46054.02551859367,214.60187,46862.293882045684,216.47699
42,45653.5440923226,213.66684,43301.809825587625,208.0909
43,45667.115940254276,213.6987,43544.454911088425,208.67313
44,45687.27878506444,213.74588,43067.24889728454,207.52649
45,45412.6771126114,213.10243,47501.51572047122,217.94844
46,45241.999696170584,212.70168,42872.26897806507,207.05621
47,45170.64226974359,212.53377,42656.22466282061,206.53384
48,45095.188812127635,212.3563,42368.82889927619,205.8369
49,45239.72968529453,212.69635,41963.33075373236,204.8495
50,45272.22381777723,212.77274,43160.24993071865,207.75046
51,45081.70109333711,212.32452,43432.00149464996,208.40344
52,44581.30009941293,211.14267,44724.58971280063,211.48184
53,44510.36887321152,210.97482,42333.51111135812,205.75113
54,44380.55629614822,210.66699,43055.43598707804,207.49802
55,44269.2974202132,210.40274,41964.2557304051,204.85178
56,44329.459559208204,210.54562,41071.57057927126,202.66122
57,44114.90177366113,210.03537,42208.1304569341,205.44614
58,43926.62260142094,209.58676,45216.21000014617,212.64108
59,43948.68615100764,209.63931,40231.89121868787,200.57884
60,43755.07300356055,209.177,40617.59244781516,201.53807
61,43796.63117577048,209.2765,41782.94830712925,204.40872
62,43388.42736111168,208.29884,43027.5009685685,207.43068
63,43513.02841083943,208.59767,39271.542691320064,198.1705
64,43382.747293167755,208.28525,39997.596744933784,199.99403
65,43041.82017183705,207.4652,41666.802662200585,204.12448
66,43180.62671866537,207.79932,39852.59689841862,199.63113
67,43289.16944821141,208.06055,40725.59608181229,201.80586
68,42902.463436671664,207.12918,40161.219837793324,200.4027
69,42279.34138873445,205.61926,41165.964339594946,202.8939
70,43286.12103842086,208.05334,45272.307011698955,212.77295
71,43006.24823914857,207.37946,41250.844165079034,203.103
72,43148.99899798481,207.7233,42391.09905893087,205.89096
73,42649.72965458461,206.51817,38570.04089457297,196.39258
74,42326.35430453004,205.73383,39444.39757978166,198.60612
75,42012.37721528125,204.9694,37529.88422477367,193.7263
76,42078.968577216656,205.13171,40292.70471618704,200.73047
77,43188.5599235727,207.81847,41927.89402359281,204.763
78,42043.08302961077,205.04416,37382.79572112292,193.34634
79,41866.43726663029,204.61292,40476.5523168597,201.1878
80,41930.780460389724,204.77002,37481.44774008805,193.60127
81,41976.20855334627,204.88087,39572.979691580746,198.92961
82,41695.77337236164,204.19539,39076.07789264101,197.67671
83,41877.809217244634,204.64069,40690.75293463617,201.71948
84,41615.02566303926,203.9977,37358.31768924924,193.28294
85,41441.124628275385,203.57086,38738.68800506865,196.82146
86,41825.78924105348,204.51352,38992.62109070466,197.4655
87,41483.31496096058,203.67459,38123.98709828998,195.25365
88,41273.753771036616,203.1593,49277.63404190136,221.98572
89,41395.07816423689,203.45767,36613.509838865284,191.34656
90,40727.80714596019,201.81134,36869.480904080505,192.01427
91,40879.46820812065,202.18669,41790.39874827634,204.42697
92,40983.42140704243,202.44353,37974.74628728098,194.8711
93,41112.8691166469,202.76318,40172.38025076499,200.43051
94,41112.12583301448,202.76112,38861.26626512922,197.13261
95,40637.619547611524,201.58765,36922.578270871505,192.15248
