epoch,loss,mse,val_loss,val_mse
0,162.0240190239347,84423.59,134.3235659901489,70855.18
1,124.02248473296689,57340.12,116.34542740966272,64065.1
2,104.88546390387963,49637.76,104.77874390936918,55966.62
3,94.39899017732915,46180.875,90.13318774984424,52480.062
4,89.40241684446615,44569.63,87.355671687608,51390.996
5,87.33082701977672,43941.5,87.21002041122435,51628.027
6,85.49059156380041,43499.773,86.16038424931489,51835.266
7,84.61617399030715,43320.348,83.12572225081982,50880.332
8,83.54075193807019,42992.234,84.08129959465758,50310.266
9,82.43570077985483,42780.38,89.71848031039042,50885.902
10,81.43651530353571,42497.85,87.67560288934267,53264.414
11,80.64647306053432,42331.375,82.42167285161797,49834.594
12,79.91534403954553,42050.59,81.94190151703454,50996.992
13,79.13842278927295,41895.5,89.406757049321,50620.574
14,78.58533431466832,41788.43,77.51231341033812,49219.92
15,78.22400157163418,41639.04,78.43867480131375,49308.633
16,77.6228132714821,41547.617,79.22366925305516,50265.64
17,77.0962928598054,41406.94,77.89804021234424,49235.168
18,76.50627408488448,41262.766,76.57473016780024,49256.016
19,76.01097859322469,41164.246,76.26227929301965,48437.836
20,75.4467695873504,40931.938,77.93267287899126,49147.766
21,75.37235125771917,40956.7,75.37780756266031,48649.656
22,74.87771027948531,40871.637,75.8362976852098,48472.26
23,74.50164342109676,40736.66,75.11742225186171,48652.105
24,74.01442032499358,40646.777,78.4052473044756,48426.24
25,73.98229804612524,40639.34,74.74333955244241,48360.008
26,73.62993823093365,40486.523,74.34665520510515,48497.734
27,73.34299641253881,40409.125,74.72447248463747,48542.14
28,73.19652398291575,40333.355,73.43085885696014,48114.59
29,72.90147522295676,40260.99,76.86910193464652,49496.848
30,72.6367946851925,40161.074,73.49899146061027,48190.16
31,72.3853801412536,40099.582,74.691319873882,48228.566
32,72.09780949839659,40057.31,72.8516786920919,47999.984
33,71.9670643065885,39994.223,72.41276840453284,48065.33
34,71.63338832363694,39938.367,73.96070666022806,48375.75
35,71.71920188630357,39908.855,72.83830943198615,48069.203
36,71.37880783803006,39813.277,71.45413048366058,47593.586
37,71.27756527128206,39795.78,70.63686463577358,47143.0
38,71.0049225887074,39772.113,72.34477406482623,47513.508
39,70.83629815648985,39711.16,71.71247012735566,47911.9
40,70.66979664435827,39677.406,71.85415056139283,47784.996
41,70.55080113325972,39662.902,70.58484850400225,47528.89
42,70.43844983337542,39572.38,72.93943848996422,48096.367
43,70.22941259673152,39582.89,71.21618301352518,47524.07
44,70.12469896913582,39567.62,70.93455469376842,47460.01
45,69.9328076915777,39498.27,70.53761399455142,47303.883
46,69.94498523489302,39477.32,70.17020452758315,47074.086
47,69.7253159517428,39441.273,70.60935653198615,47206.26
48,69.61793526785563,39469.71,70.74426981631187,47559.5
49,69.58857872728376,39361.812,73.2691301132917,48049.848
50,69.50872017585625,39394.9,70.04520872176447,47062.156
51,69.31200898664814,39364.324,70.46187214243464,47129.55
52,69.28692758092157,39336.414,69.57304159014873,47158.1
53,69.14055986139908,39303.254,70.38974950601767,46973.383
54,69.03614085077918,39363.883,71.10645010900194,47549.88
55,69.15120604043692,39284.223,70.01464423480866,47078.914
56,68.96940109042714,39288.84,70.82893025507703,46701.9
57,68.96759592615969,39283.52,68.92525207020276,47072.55
58,68.76294015808936,39240.477,71.03915907522475,46517.137
59,68.61842022879249,39189.91,69.63279709685571,46761.797
60,68.55793783719592,39203.066,69.46158787830501,47426.543
61,68.64986018543456,39172.61,69.6505661262891,46997.95
62,68.50925233158257,39164.99,70.60032242868968,47783.766
63,68.41714714429384,39121.47,68.88529908250287,46620.46
64,68.23919296765635,39120.906,68.98479583079605,46843.75
65,68.30391032834889,39105.527,68.61987412197476,47067.66
66,68.25968406379508,39103.44,68.51101980403978,46636.414
67,68.11828106853538,39075.53,68.85061861473322,46350.656
68,68.04922915118381,39049.24,68.2629644464365,46567.688
69,67.88677470322848,38986.438,69.52134099306474,46942.203
70,68.00063966992485,39066.25,68.22889917054216,46735.344
71,67.754815715838,39014.793,69.93091177702009,46820.094
72,67.84147081637477,38966.97,68.46686585757355,46599.0
73,67.79652178213166,38973.4,71.20170622826174,46893.57
74,67.7092612804761,38967.93,69.92049503649481,47077.105
75,67.6515585055647,38902.254,69.44268626169185,46501.527
76,67.59405759159803,38918.05,68.63690666048072,46693.96
77,67.57278798690407,38886.508,68.45665902972448,46604.246
78,67.47680638608402,38867.992,67.64116576572277,46531.85
79,67.4176017121693,38854.234,68.58792705736032,46954.97
